Time_s,Temperatura_Hotend,RPM_Motor_DC,Grosor_Filamento,Estado_Motor_DC,Estado_Fan,Estado_Extrusor,Estado_Heater
32.5,38.23,-1.53,,0,0,0,1
32.6,38.23,-1.79,,0,0,0,1
32.7,38.58,-1.79,,0,0,0,1
32.8,38.58,-1.53,,0,0,0,1
32.9,38.58,-1.52,,0,0,0,1
33.0,38.58,-1.53,,0,0,0,1
33.1,38.93,-1.79,,0,0,0,1
33.2,38.93,-1.79,,0,0,0,1
33.3,39.27,-1.53,,0,0,0,1
33.4,39.27,-1.53,,0,0,0,1
33.5,39.27,-2.3,,0,0,0,1
33.6,39.27,-2.04,,0,0,0,1
33.7,39.27,-1.79,,0,0,0,1
33.8,39.61,-2.3,,0,0,0,1
33.9,39.61,-2.3,,0,0,0,1
34.0,39.61,-2.81,,0,0,0,1
34.1,39.94,-2.55,,0,0,0,1
34.2,39.94,-1.79,,0,0,0,1
34.3,39.94,-1.53,,0,0,0,1
34.4,40.27,-2.04,,0,0,0,1
34.5,40.27,-1.53,,0,0,0,1
34.6,40.27,-1.91,,0,0,0,1
34.7,40.6,-1.4,,0,0,0,1
34.8,40.6,-2.17,,0,0,0,1
34.9,40.6,-1.53,,0,0,0,1
35.0,40.93,-1.53,,0,0,0,1
35.1,40.93,-2.3,,0,0,0,1
35.2,41.25,-2.04,,0,0,0,1
35.3,40.93,-2.04,,0,0,0,1
35.4,41.25,-2.04,,0,0,0,1
35.5,41.25,-2.04,,0,0,0,1
35.6,41.57,-2.04,,0,0,0,1
35.7,41.88,-2.04,,0,0,0,1
35.8,41.57,-2.3,,0,0,0,1
35.9,41.88,-2.55,,0,0,0,1
36.0,41.88,-2.04,,0,0,0,1
36.1,42.2,-2.3,,0,0,0,1
36.2,41.88,-1.53,,0,0,0,1
36.3,42.2,-1.28,,0,0,0,1
36.4,42.2,-0.51,,0,0,0,1
36.5,42.51,-0.26,,0,0,0,1
36.6,42.51,-1.53,,0,0,0,1
36.7,42.82,-1.53,,0,0,0,1
36.8,42.82,-1.53,,0,0,0,1
36.9,42.82,-0.51,,0,0,0,1
37.0,43.13,-0.26,,0,0,0,1
37.1,43.13,0.0,,0,0,0,1
37.2,43.13,-0.77,,0,0,0,1
37.3,43.13,-0.26,,0,0,0,1
37.4,43.43,-0.77,,0,0,0,1
37.5,43.43,-0.51,,0,0,0,1
37.6,43.43,-0.51,,0,0,0,1
37.7,43.73,-0.26,,0,0,0,1
37.8,43.73,0.0,,0,0,0,1
37.9,44.03,0.0,,0,0,0,1
38.0,44.03,-0.26,,0,0,0,1
